Id,SalePrice
1881,242538.72
1882,266821.06
1883,213649.14
1884,221885.05
1885,237041.83
1886,251469.31
1887,193214.77
1888,287394.7
1889,176057.92
1890,114222.5
1891,159076.92
1892,102692.555
1893,135580.39
1894,140251.03
1895,146260.27
1896,127878.21
1897,125026.875
1898,131733.61
1899,131513.92
1900,131971.16
1901,149959.89
1902,136422.44
1903,233094.02
1904,126774.16
1905,166502.42
1906,134762.56
1907,186675.22
1908,146564.23
1909,157515.53
1910,157515.53
1911,202343.5
1912,239028.56
1913,158089.03
1914,74894.23
1915,245903.56
1916,59168.96
1917,303503.28
1918,132062.34
1919,159563.08
1920,163914.67
1921,349262.03
1922,332671.1
1923,215076.92
1924,192785.75
1925,231299.42
1926,346426.97
1927,129208.9
1928,145552.7
1929,122413.13
1930,145090.86
1931,138261.7
1932,156170.2
1933,163341.97
1934,184337.2
1935,175519.27
1936,184749.89
1937,185833.14
1938,154978.72
1939,236941.84
1940,224462.78
1941,186479.62
1942,188123.75
1943,225660.12
1944,330897.84
1945,341281.97
1946,160093.25
1947,291747.06
1948,158021.25
1949,205664.39
1950,178101.44
1951,223964.12
1952,207556.78
1953,152229.69
1954,223596.62
1955,148795.45
1956,328042.62
1957,166127.11
1958,314004.28
1959,167504.56
1960,109942.59
1961,129796.21
1962,133291.2
1963,132938.03
1964,134751.89
1965,166430.17
1966,165957.16
1967,286554.66
1968,323600.7
1969,345250.88
1970,378369.8
1971,466397.7
1972,360455.94
1973,307807.84
1974,316859.62
1975,402152.88
1976,284664.94
1977,328977.6
1978,331497.56
1979,342121.62
1980,193534.11
1981,338950.56
1982,232651.89
1983,232651.89
1984,208156.9
1985,236385.28
1986,241866.48
1987,187142.4
1988,181917.64
1989,213350.92
1990,229629.36
1991,193822.72
1992,222784.55
1993,195099.36
1994,248019.48
1995,207997.25
1996,265057.53
1997,351782.9
1998,300773.3
1999,235031.17
2000,320367.7
2001,263722.75
2002,242748.33
2003,304856.22
2004,298819.3
2005,237608.17
2006,234310.9
2007,289830.8
2008,185484.9
2009,192300.8
2010,210363.81
2011,152739.56
2012,182339.55
2013,183810.0
2014,187219.44
2015,206291.61
2016,190342.11
2017,210237.86
2018,126042.56
2019,119882.195
2020,124449.88
2021,120931.195
2022,164466.69
2023,158889.97
2024,245805.92
2025,331356.62
2026,185844.66
2027,163541.97
2028,195850.66
2029,181882.08
2030,285930.4
2031,265969.66
2032,270547.94
2033,282129.3
2034,193264.78
2035,217053.75
2036,240107.98
2037,240990.03
2038,360083.66
2039,217354.56
2040,375033.44
2041,241929.12
2042,218838.31
2043,162224.23
2044,182551.88
2045,192941.73
2046,155355.55
2047,155409.03
2048,130310.625
2049,160659.56
2050,200212.25
2051,123648.88
2052,137233.45
2053,130171.18
2054,93579.766
2055,146796.52
2056,134259.95
2057,123012.47
2058,194447.3
2059,131073.73
2060,135286.12
2061,168285.08
2062,127482.41
2063,115928.37
2064,136043.97
2065,127075.27
2066,178923.16
2067,149019.27
2068,162508.77
2069,97199.93
2070,113565.5
2071,85613.336
2072,166645.62
2073,136674.05
2074,174185.06
2075,132914.4
2076,123252.56
2077,135302.55
2078,127349.63
2079,147175.38
2080,127005.016
2081,139397.77
2082,146281.66
2083,156312.73
2084,114549.484
2085,131433.64
2086,152532.72
2087,141883.97
2088,114317.25
2089,100773.336
2090,134490.17
2091,110048.805
2092,134738.47
2093,135665.61
2094,118521.625
2095,150792.66
2096,95748.914
2097,87990.36
2098,159531.92
2099,54340.938
2100,117319.17
2101,131098.34
2102,145830.56
2103,97429.98
2104,177023.38
2105,108053.58
2106,76810.12
2107,213353.52
2108,123944.54
2109,110995.83
2110,114457.51
2111,169150.9
2112,138482.28
2113,124129.89
2114,121484.88
2115,152117.61
2116,117550.51
2117,137188.81
2118,130289.79
2119,119745.49
2120,113370.89
2121,97357.83
2122,99122.6
2123,109104.836
2124,204588.2
2125,153328.2
2126,157175.83
2127,151963.33
2128,139118.5
2129,113668.05
2130,150174.72
2131,181758.34
2132,120763.28
2133,124925.695
2134,120588.35
2135,105094.164
2136,95671.76
2137,120632.14
2138,136230.66
2139,149265.67
2140,128129.34
2141,145853.11
2142,131396.12
2143,146122.3
2144,124331.93
2145,125020.3
2146,145316.66
2147,158352.72
2148,149057.11
2149,137817.84
2150,192168.19
2151,135542.25
2152,122574.97
2153,144203.4
2154,112757.2
2155,141759.44
2156,255683.0
2157,204442.6
2158,238266.5
2159,229782.34
2160,193703.4
2161,287940.72
2162,359342.56
2163,337921.4
2164,278785.34
2165,173869.56
2166,143729.97
2167,193274.42
2168,194298.02
2169,208469.6
2170,218669.0
2171,146068.8
2172,140635.94
2173,155786.11
2174,239241.94
2175,342731.34
2176,293128.5
2177,249968.52
2178,247584.4
2179,146603.84
2180,217939.9
2181,197773.75
2182,242559.25
2183,194001.64
2184,131728.16
2185,139093.94
2186,150157.98
2187,150015.98
2188,165542.72
2189,282908.6
2190,110031.09
2191,110031.09
2192,85811.625
2193,103027.984
2194,110456.9
2195,101998.19
2196,113568.62
2197,102662.484
2198,142621.22
2199,175534.08
2200,132041.47
2201,132471.94
2202,169630.55
2203,155808.78
2204,148259.84
2205,129541.914
2206,130438.586
2207,220856.17
2208,218194.08
2209,165982.64
2210,146564.23
2211,116013.516
2212,127047.86
2213,105308.15
2214,154923.64
2215,105667.13
2216,158311.44
2217,63377.66
2218,96586.53
2219,88332.48
2220,84325.94
2221,245903.56
2222,209762.55
2223,264976.78
2224,248923.64
2225,172591.36
2226,159707.8
2227,193685.27
2228,284265.62
2229,251447.86
2230,161844.94
2231,244974.28
2232,174534.19
2233,159040.77
2234,235571.36
2235,189397.44
2236,249263.73
2237,301801.72
2238,272752.72
2239,137784.5
2240,159584.25
2241,145020.52
2242,139040.7
2243,144279.81
2244,114031.07
2245,114031.07
2246,135339.14
2247,128542.08
2248,127994.85
2249,128714.664
2250,135620.27
2251,130386.03
2252,172592.92
2253,171215.14
2254,188467.19
2255,191723.61
2256,200913.86
2257,225333.67
2258,177741.98
2259,184952.89
2260,145281.48
2261,218624.83
2262,218804.11
2263,332619.97
2264,361148.88
2265,164765.25
2266,287231.88
2267,270915.03
2268,391955.6
2269,159885.44
2270,190309.55
2271,200105.88
2272,216384.33
2273,153503.36
2274,161937.47
2275,150702.97
2276,179000.97
2277,191128.28
2278,154253.38
2279,126286.35
2280,105190.65
2281,170062.6
2282,168411.8
2283,137900.1
2284,143474.2
2285,144136.05
2286,127533.75
2287,339223.7
2288,290860.0
2289,309235.94
2290,374904.6
2291,326814.0
2292,391724.66
2293,370536.3
2294,378390.97
2295,402771.06
2296,267072.72
2297,308311.84
2298,338635.62
2299,343069.06
2300,318686.84
2301,296467.22
2302,243861.52
2303,248171.89
2304,296488.3
2305,172041.2
2306,172041.2
2307,173204.56
2308,241556.39
2309,285362.88
2310,231895.88
2311,194975.22
2312,180823.19
2313,183582.9
2314,199374.56
2315,181550.12
2316,216166.83
2317,171057.33
2318,182499.66
2319,199667.98
2320,187858.14
2321,285252.97
2322,188335.31
2323,179248.16
2324,193538.94
2325,203370.84
2326,194319.14
2327,227362.81
2328,229753.45
2329,190704.83
2330,187548.4
2331,323265.7
2332,389039.22
2333,324966.66
2334,273965.25
2335,263188.94
2336,322320.72
2337,194478.8
2338,284874.56
2339,240716.36
2340,389162.34
2341,207509.44
2342,240485.44
2343,201824.84
2344,259521.52
2345,296572.3
2346,232882.84
2347,192038.14
2348,251951.86
2349,174297.9
2350,299071.34
2351,243215.39
2352,290481.94
2353,256914.42
2354,150149.03
2355,150556.77
2356,151629.16
2357,201044.62
2358,195569.81
2359,148149.36
2360,128519.55
2361,136496.8
2362,255101.02
2363,138544.36
2364,144955.9
2365,233366.16
2366,224629.45
2367,242018.44
2368,193052.14
2369,241388.39
2370,179019.1
2371,183726.28
2372,190521.08
2373,261108.77
2374,272302.84
2375,227666.22
2376,242563.94
2377,271851.47
2378,148252.66
2379,221328.22
2380,144799.6
2381,156288.3
2382,194408.8
2383,202121.23
2384,230810.8
2385,141185.02
2386,132669.31
2387,132767.38
2388,135710.4
2389,133642.44
2390,140497.2
2391,130585.15
2392,120635.54
2393,168641.33
2394,137866.61
2395,203523.08
2396,147183.27
2397,173588.73
2398,121003.85
2399,66005.81
2400,65712.38
2401,115923.38
2402,128917.25
2403,169358.7
2404,138114.78
2405,151060.22
2406,125992.875
2407,123393.32
2408,135255.78
2409,131219.78
2410,176878.86
2411,120254.68
2412,139816.75
2413,131728.52
2414,128038.62
2415,149302.52
2416,130984.7
2417,128961.74
2418,119857.95
2419,127736.8
2420,119333.445
2421,131151.17
2422,117717.35
2423,103033.76
2424,151750.66
2425,245715.19
2426,112138.414
2427,105430.836
2428,173494.31
2429,120904.47
2430,130053.55
2431,130043.07
2432,126329.86
2433,131342.67
2434,135172.19
2435,140616.81
2436,122480.46
2437,120406.695
2438,123473.516
2439,118659.57
2440,139508.27
2441,106156.52
2442,102789.65
2443,127945.05
2444,117727.66
2445,89567.7
2446,124850.07
2447,212426.47
2448,146371.06
2449,124113.43
2450,151175.7
2451,124664.375
2452,206368.33
2453,104976.305
2454,119122.38
2455,109348.625
2456,138434.23
2457,120172.52
2458,132557.1
2459,109195.02
2460,150524.1
2461,127851.5
2462,127560.805
2463,132376.23
2464,171559.12
2465,141221.62
2466,133907.3
2467,163498.78
2468,103468.625
2469,104977.414
2470,210364.39
2471,188153.77
2472,186922.69
2473,127330.234
2474,108075.19
2475,221222.64
2476,127721.22
2477,126674.63
2478,153428.33
2479,125928.18
2480,124288.59
2481,129630.96
2482,129971.81
2483,124732.2
2484,131835.08
2485,124468.64
2486,138799.11
2487,202248.83
2488,145271.55
2489,150719.73
2490,131598.23
2491,115653.72
2492,174081.11
2493,133595.66
2494,150963.31
2495,111286.5
2496,214417.14
2497,154988.56
2498,118308.68
2499,104924.42
2500,128433.97
2501,134997.44
2502,140862.52
2503,107097.16
2504,191974.8
2505,224244.94
2506,289452.8
2507,309593.03
2508,289452.8
2509,241005.36
2510,239288.28
2511,187748.48
2512,219062.45
2513,216698.86
2514,235218.31
2515,145147.95
2516,166682.08
2517,139773.72
2518,144957.6
2519,221238.58
2520,213668.42
2521,211148.83
2522,219802.28
2523,132207.69
2524,129007.664
2525,128580.7
2526,139767.53
2527,129043.85
2528,131906.42
2529,130157.57
2530,124602.125
2531,209722.16
2532,226408.48
2533,213887.72
2534,238365.36
2535,276733.8
2536,227098.3
2537,223234.5
2538,200860.89
2539,183015.64
2540,171708.61
2541,201342.88
2542,166320.39
2543,125870.836
2544,128950.73
2545,135102.81
2546,146457.92
2547,145582.28
2548,194394.33
2549,159699.22
2550,520986.56
2551,159076.92
2552,122922.27
2553,110031.09
2554,115725.71
2555,112080.8
2556,96422.4
2557,115191.055
2558,165393.7
2559,125292.43
2560,122198.93
2561,129340.266
2562,135501.95
2563,138147.72
2564,182278.89
2565,138630.33
2566,126326.84
2567,132478.7
2568,168514.05
2569,165449.9
2570,147279.78
2571,160679.5
2572,205363.56
2573,199125.61
2574,286782.44
2575,140256.84
2576,124058.664
2577,147260.38
2578,97568.45
2579,65093.758
2580,129414.82
2581,125142.37
2582,109458.07
2583,244538.56
2584,158716.61
2585,173370.14
2586,198700.33
2587,194376.92
2588,137537.1
2589,143790.61
2590,194097.97
2591,208502.56
2592,213152.72
2593,241976.42
2594,177824.81
2595,229397.2
2596,298840.8
2597,177184.53
2598,257936.16
2599,382799.06
2600,181255.64
2601,166255.83
2602,117780.05
2603,112718.19
2604,105090.484
2605,119748.04
2606,138349.55
2607,161291.0
2608,168237.86
2609,157227.83
2610,108097.92
2611,133546.22
2612,145519.22
2613,127994.85
2614,131277.06
2615,148041.16
2616,129229.52
2617,181213.48
2618,157241.27
2619,207545.28
2620,179625.17
2621,187508.03
2622,194183.52
2623,262578.66
2624,269150.47
2625,287757.9
2626,156740.52
2627,219275.95
2628,386653.9
2629,455157.62
2630,366819.2
2631,419509.1
2632,386527.97
2633,291117.2
2634,346553.16
2635,150419.38
2636,211617.48
2637,168889.7
2638,250257.11
2639,190296.77
2640,145049.61
2641,124029.62
2642,175366.28
2643,146992.45
2644,152788.1
2645,134821.1
2646,131240.02
2647,137541.66
2648,143491.38
2649,144059.94
2650,143310.64
2651,166842.86
2652,371691.47
2653,286869.94
2654,249552.73
2655,341008.88
2656,355205.66
2657,306952.1
2658,270517.1
2659,320051.62
2660,318350.6
2661,337816.7
2662,336913.72
2663,299302.66
2664,284858.88
2665,333763.34
2666,289500.03
2667,178811.27
2668,201402.52
2669,171470.02
2670,318581.7
2671,201402.52
2672,193767.88
2673,200884.97
2674,203917.27
2675,180625.08
2676,206899.55
2677,202574.3
2678,281716.5
2679,299513.22
2680,311147.7
2681,380470.56
2682,329818.22
2683,411352.44
2684,319674.75
2685,332086.5
2686,258378.44
2687,289851.94
2688,239456.3
2689,229963.77
2690,380416.5
2691,194319.11
2692,151408.67
2693,195502.4
2694,150965.03
2695,212561.08
2696,206536.86
2697,198234.61
2698,189848.67
2699,169161.27
2700,158778.11
2701,166159.72
2702,132012.06
2703,179065.4
2704,141931.3
2705,126938.18
2706,125216.17
2707,129583.8
2708,128551.41
2709,109419.96
2710,126072.49
2711,257027.08
2712,332821.7
2713,184391.8
2714,184951.02
2715,180803.64
2716,177211.12
2717,190090.98
2718,240149.8
2719,135981.64
2720,175898.06
2721,136984.23
2722,169292.17
2723,138749.64
2724,124772.516
2725,130074.586
2726,134138.61
2727,151359.81
2728,165870.38
2729,152891.81
2730,135414.16
2731,114345.695
2732,120163.59
2733,151495.69
2734,147104.38
2735,129630.5
2736,150010.6
2737,119277.5
2738,154023.0
2739,151848.2
2740,138409.0
2741,138789.73
2742,154507.42
2743,138597.45
2744,133430.52
2745,129676.6
2746,121295.305
2747,165694.39
2748,136814.16
2749,123265.54
2750,124913.35
2751,115489.055
2752,232588.0
2753,147499.66
2754,216029.77
2755,148596.94
2756,68073.29
2757,79456.49
2758,74187.64
2759,149958.72
2760,129888.4
2761,136734.55
2762,139041.9
2763,179559.97
2764,180812.55
2765,238660.42
2766,124490.8
2767,101885.48
2768,135457.62
2769,131896.03
2770,160682.38
2771,120406.695
2772,113033.72
2773,150298.83
2774,147146.12
2775,115952.19
2776,135454.88
2777,155909.94
2778,124069.19
2779,131674.73
2780,119901.95
2781,100200.73
2782,97927.68
2783,86930.62
2784,128228.82
2785,144318.77
2786,57802.45
2787,132350.55
2788,69934.93
2789,198286.12
2790,107866.54
2791,129317.65
2792,70281.19
2793,153734.7
2794,86162.51
2795,123216.15
2796,99048.74
2797,222500.03
2798,118132.39
2799,113046.01
2800,85247.57
2801,119791.32
2802,138405.02
2803,189625.66
2804,156854.73
2805,113401.01
2806,107408.52
2807,155939.95
2808,137196.88
2809,128043.53
2810,130397.234
2811,154779.75
2812,146183.36
2813,178191.58
2814,177196.78
2815,100859.17
2816,207614.39
2817,132907.23
2818,127447.875
2819,183432.9
2820,135428.89
2821,122098.71
2822,199662.78
2823,281768.38
2824,150852.27
2825,150723.69
2826,124955.945
2827,153851.53
2828,237997.12
2829,231949.88
2830,254866.12
2831,184067.33
2832,202485.75
2833,286092.8
2834,219897.48
2835,208266.58
2836,207192.97
2837,159485.34
2838,149331.16
2839,177248.98
2840,194104.62
2841,213842.52
2842,215631.89
2843,152543.84
2844,177714.34
2845,125138.336
2846,215856.03
2847,194169.1
2848,225145.33
2849,224623.94
2850,309908.75
2851,230498.1
2852,254719.77
2853,226864.53
2854,146195.9
2855,194080.55
2856,216015.7
2857,208087.64
2858,191685.1
2859,113064.33
2860,127141.66
2861,136418.7
2862,214002.2
2863,140910.5
2864,249193.12
2865,159076.92
2866,213520.2
2867,99897.11
2868,134629.78
2869,118256.66
2870,133064.47
2871,96639.29
2872,52195.527
2873,96736.25
2874,131509.06
2875,139088.52
2876,150036.52
2877,138331.39
2878,156511.94
2879,128178.55
2880,127452.27
2881,140053.95
2882,145188.02
2883,180300.95
2884,208223.05
2885,170507.53
2886,171575.22
2887,114687.234
2888,138485.92
2889,68024.44
2890,77623.15
2891,152012.52
2892,67724.11
2893,125514.43
2894,67084.41
2895,250565.98
2896,244622.77
2897,178161.1
2898,180074.56
2899,236915.62
2900,151757.34
2901,173056.73
2902,173586.53
2903,301633.7
2904,339748.75
2905,90980.83
2906,273760.75
2907,145055.08
2908,123804.6
2909,175671.53
2910,86475.74
2911,117780.05
2912,143839.53
2913,116796.055
2914,105090.484
2915,105090.484
2916,116796.055
2917,141790.4
2918,125429.57
2919,255316.36
